,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
25,0.5039999999999999,0.0,0.0,0.22972972972972977,0.8,0.0,0.3333333333333333,1.0,1.0,0.7642232738163225
26,0.7000000000000001,1.0,1.0,0.1756756756756757,0.7000000000000001,0.0,0.3333333333333333,0.0,1.0,0.7257424642412895
27,0.45999999999999985,0.0,0.0,0.2837837837837838,0.9,0.5116124638493661,0.0,1.0,0.0,0.4300311280725645
28,0.5119999999999999,0.5,1.0,0.24324324324324326,0.5,0.75919063393428,0.3333333333333333,0.0,0.0,0.8968442020931789
29,0.5619999999999999,0.0,0.0,0.21621621621621623,0.4,0.49573569890468283,0.0,1.0,0.0,0.5343330097902913
30,0.22199999999999998,0.5,0.0,0.7567567567567568,0.1,0.7431117151987886,0.3333333333333333,1.0,1.0,0.9839758892142996
31,0.4999999999999999,0.0,0.0,0.2837837837837838,0.5,0.0,0.3333333333333333,0.0,0.0,0.5912627769358587
32,0.564,0.0,1.0,0.35135135135135137,0.30000000000000004,0.42951602381668197,0.0,1.0,0.0,0.9284422050416381
33,0.91,0.5,0.0,0.2027027027027027,0.30000000000000004,0.42114134866471087,0.3333333333333333,0.0,1.0,0.16630332487878893
34,0.7020000000000001,1.0,0.0,0.2027027027027027,0.7000000000000001,0.4937067077712709,0.0,1.0,0.0,0.48881485138107655
35,0.658,0.5,1.0,0.22972972972972977,0.1,0.439402029724499,0.0,1.0,1.0,0.8915370355722742
36,0.46399999999999986,0.0,0.0,0.14864864864864863,0.0,0.0,0.0,1.0,1.0,0.41986421198207907
37,0.7579999999999999,0.0,1.0,0.16216216216216217,0.9,0.0,0.3333333333333333,1.0,0.0,0.7593494658588046
38,0.9999999999999999,0.0,0.0,0.3108108108108108,0.5,0.0,0.3333333333333333,1.0,1.0,0.17379049209710976
39,0.634,0.5,0.0,0.3243243243243243,1.0,0.25669489951079344,0.3333333333333333,0.0,0.0,0.12973890871988772
40,0.18599999999999994,1.0,1.0,0.24324324324324326,0.6000000000000001,0.28074350825070055,0.3333333333333333,0.0,1.0,0.2844064911329345
41,0.592,0.5,1.0,0.2837837837837838,0.6000000000000001,0.4849853978561575,0.3333333333333333,0.0,1.0,0.3087011865629628
42,0.862,1.0,1.0,0.2027027027027027,0.30000000000000004,0.0,0.3333333333333333,1.0,1.0,0.21245806310335064
43,0.92,0.0,1.0,0.2027027027027027,0.6000000000000001,0.0,0.3333333333333333,1.0,1.0,0.38961046108160435
44,0.34199999999999997,1.0,0.0,0.2837837837837838,0.30000000000000004,0.5835384398502197,0.0,0.0,0.0,0.3647356195073791
45,0.5139999999999999,1.0,0.0,0.09459459459459457,0.4,0.48293269191487276,0.0,0.0,1.0,0.576334720110754
46,0.7079999999999999,0.0,1.0,0.3243243243243243,0.8,0.5170836493813087,0.3333333333333333,1.0,1.0,0.8979132399346069
47,0.9999999999999999,0.0,0.0,0.10810810810810811,0.4,0.24954737598839435,0.3333333333333333,0.0,1.0,0.8969102915254387
48,0.7739999999999999,0.5,1.0,0.22972972972972977,0.0,0.5316014960496511,0.0,0.0,1.0,0.31999152294216343
49,0.664,0.5,0.0,0.3378378378378379,0.7000000000000001,0.4427855548840568,0.3333333333333333,1.0,1.0,0.3231389508550277
50,0.33999999999999997,0.5,1.0,0.1891891891891892,0.5,0.43854367324996385,0.0,1.0,0.0,0.2809507292526086
51,0.7079999999999999,1.0,1.0,0.25675675675675674,0.4,0.0,0.3333333333333333,0.0,0.0,0.12805070145102077
52,0.85,0.5,1.0,0.445945945945946,0.2,0.4933606708604279,0.0,1.0,1.0,0.6744599165091852
53,0.7819999999999999,0.0,0.0,0.22972972972972977,0.1,0.0,0.3333333333333333,1.0,0.0,0.18244625655897592
54,0.662,1.0,1.0,0.6621621621621623,0.7000000000000001,0.0,0.3333333333333333,0.0,1.0,0.8186126752526895
55,0.914,0.0,1.0,0.2027027027027027,1.0,0.4063521169092998,0.3333333333333333,1.0,0.0,0.8908494253096109
56,0.346,0.0,1.0,0.21621621621621623,0.2,0.6440419295340193,0.0,1.0,1.0,0.256495988331438
57,0.41600000000000004,0.0,0.0,0.39189189189189194,0.9,0.0,0.3333333333333333,1.0,0.0,0.5187955893884085
58,0.2879999999999999,0.5,1.0,0.25675675675675674,0.5,0.42689177107725296,0.3333333333333333,1.0,0.0,0.8603784447990893
59,0.7199999999999999,1.0,0.0,0.27027027027027034,0.4,0.0,0.3333333333333333,1.0,1.0,0.6819109121457317
60,0.816,1.0,0.0,0.22972972972972977,0.5,0.0,0.3333333333333333,0.0,0.0,0.5016765252988195
61,0.7539999999999999,0.5,1.0,0.25675675675675674,0.9,0.40331845491530055,0.0,1.0,1.0,0.17240926798974607
62,0.578,0.0,0.0,0.22972972972972977,0.1,0.4105855090407424,0.3333333333333333,1.0,1.0,0.6954351814009828
63,0.588,1.0,1.0,0.4189189189189189,1.0,0.0,0.3333333333333333,1.0,1.0,0.7254306782141565
64,0.892,0.5,1.0,0.2837837837837838,0.5,0.34416710784844956,0.3333333333333333,0.0,0.0,0.5252656997797736
65,0.5299999999999999,0.0,1.0,0.6216216216216217,0.0,0.3250885648431999,0.3333333333333333,0.0,1.0,0.17913698208035822
66,0.5259999999999999,0.5,0.0,0.445945945945946,0.7000000000000001,0.5869399404355768,0.0,1.0,1.0,0.26786397103832005
67,0.9999999999999999,0.0,1.0,0.3378378378378379,0.7000000000000001,0.0,0.3333333333333333,1.0,1.0,0.8693238820942514
68,0.44000000000000006,0.0,0.0,0.24324324324324326,0.30000000000000004,0.0,0.3333333333333333,1.0,0.0,0.4604181084644153
69,0.7339999999999999,0.0,0.0,0.24324324324324326,0.2,0.39646678856742196,0.3333333333333333,1.0,0.0,0.4712043941017408
70,0.876,1.0,0.0,0.7027027027027029,0.1,0.0,0.3333333333333333,1.0,1.0,0.20772669012966588
71,0.7000000000000001,0.0,0.0,0.25675675675675674,0.7000000000000001,0.0,0.3333333333333333,1.0,0.0,0.0848043485145412
72,0.7279999999999999,1.0,1.0,0.14864864864864863,0.9,0.0,0.3333333333333333,1.0,0.0,0.6458977749073984
73,0.1439999999999999,1.0,0.0,0.48648648648648657,0.4,0.0,0.3333333333333333,1.0,1.0,0.03540432398990858
74,0.7759999999999999,0.0,1.0,0.1756756756756757,0.9,0.32951287114222355,0.0,1.0,0.0,0.20952826503933572
75,0.842,1.0,0.0,0.6621621621621623,0.8,0.0,0.3333333333333333,1.0,1.0,0.2558012738300307
76,0.5579999999999999,1.0,1.0,0.3108108108108108,1.0,0.5984442129471772,0.0,0.0,0.0,0.03425143611936062
77,0.8039999999999999,0.5,0.0,0.36486486486486486,0.30000000000000004,0.420196502890875,0.3333333333333333,0.0,1.0,0.44868460767116697
78,0.7319999999999999,0.0,1.0,0.1756756756756757,0.8,0.43674322112216957,0.3333333333333333,1.0,1.0,0.25722067071318105
79,0.7879999999999999,1.0,0.0,0.16216216216216217,0.1,0.49437315365772616,0.0,1.0,1.0,0.7110285852053627
80,0.57,1.0,1.0,0.1756756756756757,0.1,0.0,0.3333333333333333,1.0,0.0,0.6768646512941947
81,0.7899999999999999,0.0,1.0,0.040540540540540515,0.4,0.549667197546223,0.0,1.0,1.0,0.8862545837974227
82,0.5579999999999999,0.0,0.0,0.25675675675675674,1.0,0.39675969633726593,0.6666666666666667,0.0,1.0,0.1253091657137231
83,0.574,0.5,1.0,0.16216216216216217,0.1,0.4869926670226944,0.0,1.0,0.0,0.5126878452028403
84,0.686,0.0,0.0,0.3378378378378379,0.4,0.6071849729904282,0.0,1.0,0.0,0.045785868138224675
85,0.32599999999999996,0.0,1.0,0.14864864864864863,1.0,0.0,0.3333333333333333,0.0,1.0,0.1271993935181426
86,0.9999999999999999,0.5,1.0,0.3378378378378379,0.5,0.515368969130056,0.3333333333333333,0.0,1.0,0.09582972680649911
87,0.378,0.0,1.0,0.02702702702702703,0.0,0.3326444613428504,0.0,1.0,1.0,0.7337507924102916
88,0.1419999999999999,1.0,1.0,0.21621621621621623,0.6000000000000001,0.3615944625166338,0.0,1.0,1.0,0.060399487354129845
89,0.2739999999999999,1.0,1.0,0.35135135135135137,0.6000000000000001,0.24588250153677935,0.0,1.0,1.0,0.2651477504052793
90,0.676,0.0,1.0,0.4594594594594595,0.1,0.0,0.3333333333333333,1.0,1.0,0.8602307566809737
91,0.46199999999999986,0.5,0.0,0.10810810810810811,0.30000000000000004,0.41889298559427063,0.0,1.0,1.0,0.9227001790618372
92,0.6,0.5,0.0,0.09459459459459457,0.2,0.4556868089350541,0.0,1.0,1.0,0.12625032725775834
93,0.5239999999999999,0.0,0.0,0.27027027027027034,0.1,0.0,0.3333333333333333,1.0,1.0,0.04562292091576439
94,0.5439999999999999,0.0,0.0,0.2837837837837838,0.9,0.33263222529912445,0.3333333333333333,0.0,0.0,0.194077146129238
95,0.588,0.5,0.0,0.35135135135135137,0.8,0.4225728860670084,0.3333333333333333,0.0,0.0,0.7436304371002959
96,0.7939999999999999,0.5,1.0,0.14864864864864863,0.7000000000000001,0.46921971386868677,0.0,1.0,1.0,0.8770646506237946
97,0.2899999999999999,0.0,1.0,0.39189189189189194,1.0,0.5487593787581245,0.0,1.0,0.0,0.35511888168075484
98,0.858,0.0,1.0,0.1891891891891892,1.0,0.3217567339791228,0.0,1.0,0.0,0.4313407594641343
99,0.44400000000000006,0.5,0.0,0.40540540540540543,0.30000000000000004,0.6091237681402836,0.0,1.0,0.0,0.19172299152289213
100,0.634,0.5,0.0,0.2837837837837838,0.4,0.3338620473356334,0.3333333333333333,1.0,0.0,0.5916953850514909
101,0.658,1.0,0.0,0.22972972972972977,0.8,0.47502446112682645,0.0,0.0,0.0,0.6059616470166924
102,0.7419999999999999,1.0,1.0,0.27027027027027034,0.7000000000000001,0.0,0.0,0.0,1.0,0.26738318417683915
103,0.5619999999999999,0.0,0.0,0.2027027027027027,0.8,0.0,0.3333333333333333,0.0,0.0,0.5867708468257585
104,0.47599999999999987,0.5,1.0,0.3108108108108108,0.2,0.5234852923750835,0.3333333333333333,0.0,1.0,0.03474508065237124
105,0.578,1.0,0.0,0.13513513513513514,0.8,0.38996199612360544,0.0,1.0,1.0,0.8911952316349548
106,0.7139999999999999,0.5,0.0,0.40540540540540543,0.7000000000000001,0.4188423275761088,0.0,1.0,1.0,0.9018111656319743
107,0.892,1.0,1.0,0.5135135135135136,0.6000000000000001,0.37557531824973245,0.0,0.0,0.0,0.6057340612276314
108,0.878,0.0,0.0,0.12162162162162166,0.8,0.26385996003397244,0.0,1.0,1.0,0.39707716609114824
109,0.2779999999999999,0.0,0.0,0.27027027027027034,0.5,0.46748032238906245,0.0,0.0,0.0,0.42596320094384316
110,0.5259999999999999,0.0,0.0,0.14864864864864863,0.6000000000000001,0.7401781336796945,0.3333333333333333,1.0,1.0,0.3859909014713629
111,0.44600000000000006,0.0,0.0,0.24324324324324326,0.1,0.0,0.0,1.0,1.0,0.2842461454626903
112,0.674,0.0,1.0,0.13513513513513514,0.7000000000000001,0.43091862516769264,0.0,1.0,1.0,0.1366871543906672
113,0.568,1.0,1.0,0.09459459459459457,0.9,0.0,0.3333333333333333,1.0,1.0,0.04071349170482569
114,0.47799999999999987,0.0,1.0,0.24324324324324326,0.8,0.45610339241721615,0.0,1.0,0.0,0.1344084447985891
115,0.572,0.5,1.0,0.16216216216216217,0.8,0.5651191286470136,0.3333333333333333,1.0,1.0,0.5483048460864174
116,0.5519999999999999,0.5,1.0,0.4189189189189189,0.9,0.6846917009212785,0.3333333333333333,1.0,0.0,0.9360693057512764
117,0.7139999999999999,0.0,0.0,0.3243243243243243,1.0,0.0,0.3333333333333333,1.0,1.0,0.764727874886551
118,0.7239999999999999,1.0,0.0,0.40540540540540543,0.8,0.0,0.3333333333333333,1.0,0.0,0.9162729942820382
119,0.37,0.0,1.0,0.36486486486486486,0.2,0.0,0.3333333333333333,1.0,0.0,0.6282158750018197
120,0.572,1.0,0.0,0.2027027027027027,0.0,0.0,0.0,1.0,0.0,0.4612121822485386
121,0.568,0.5,0.0,0.14864864864864863,0.8,0.5182829809505526,0.3333333333333333,0.0,1.0,0.3490056342116524
122,0.7239999999999999,0.0,1.0,0.2027027027027027,0.30000000000000004,0.613075930550129,0.0,1.0,0.0,0.39566617422285005
123,0.668,1.0,1.0,0.21621621621621623,0.9,0.40107120783581895,0.3333333333333333,1.0,1.0,0.9514362244233021
124,0.5599999999999999,1.0,0.0,0.2837837837837838,0.7000000000000001,0.5399928313523631,0.0,1.0,0.0,0.7043759158902159
125,0.41600000000000004,0.5,1.0,0.09459459459459457,1.0,0.4438579026249264,0.3333333333333333,1.0,0.0,0.9864599713419011
126,0.9420000000000001,0.5,0.0,0.1756756756756757,0.2,0.27472337473752795,0.0,1.0,1.0,0.12685033525252842
127,0.642,0.5,0.0,0.21621621621621623,0.6000000000000001,0.1485330956485161,0.3333333333333333,0.0,0.0,0.7846033836088301
128,0.66,0.0,0.0,0.3378378378378379,0.4,0.0,0.3333333333333333,1.0,1.0,0.2935314355310096
129,0.606,1.0,0.0,0.12162162162162166,0.6000000000000001,0.42946393095300167,0.3333333333333333,1.0,1.0,0.16659614959265445
130,0.848,0.5,1.0,0.3243243243243243,0.2,0.526883006562545,0.3333333333333333,1.0,1.0,0.8143631397673421
131,0.7199999999999999,0.0,1.0,0.040540540540540515,0.4,0.43496130241565417,0.3333333333333333,1.0,1.0,0.28067706597141184
132,0.658,0.0,0.0,0.2027027027027027,0.1,0.0,0.3333333333333333,0.0,0.0,0.34779956461022465
133,0.9999999999999999,0.0,1.0,0.1756756756756757,0.8,0.0,0.3333333333333333,1.0,0.0,0.8934212097648062
134,0.576,1.0,1.0,0.35135135135135137,0.9,0.3094377880676573,0.3333333333333333,1.0,1.0,0.5566128530587775
135,0.42000000000000004,0.0,0.0,0.12162162162162166,0.5,0.0,0.3333333333333333,1.0,0.0,0.6595405648780345
136,0.7799999999999999,0.0,0.0,0.445945945945946,0.4,0.0,0.3333333333333333,1.0,1.0,0.8947326922608374
137,0.43600000000000005,1.0,0.0,0.10810810810810811,0.6000000000000001,0.0,0.3333333333333333,0.0,0.0,0.8325223744747303
138,0.5179999999999999,0.0,0.0,0.47297297297297297,0.6000000000000001,0.0,0.3333333333333333,1.0,1.0,0.6210115265273025
139,0.886,1.0,1.0,0.09459459459459457,0.30000000000000004,0.40220939904325304,0.0,0.0,0.0,0.05247956193062591
140,0.378,1.0,0.0,0.25675675675675674,0.1,0.521816686607698,0.3333333333333333,0.0,0.0,0.010490058893638889
141,0.634,1.0,0.0,0.0675675675675676,0.6000000000000001,0.5424540696981791,0.3333333333333333,0.0,0.0,0.8484024993512378
142,0.5219999999999999,0.5,1.0,0.1756756756756757,0.0,0.4299945447970529,0.3333333333333333,1.0,1.0,0.9175369984501253
143,0.30399999999999994,0.0,0.0,0.22972972972972977,0.6000000000000001,0.0,0.3333333333333333,1.0,1.0,0.4028823797718909
144,0.6960000000000001,1.0,0.0,0.39189189189189194,0.6000000000000001,0.0,0.0,1.0,0.0,0.2507683209186761
145,0.674,0.0,1.0,0.2837837837837838,0.7000000000000001,0.0,0.3333333333333333,1.0,0.0,0.1338707739973055
146,0.7999999999999999,0.0,0.0,0.25675675675675674,0.6000000000000001,0.0,0.0,1.0,1.0,0.5896414595768564
147,0.7139999999999999,0.0,0.0,0.22972972972972977,0.9,0.0,0.3333333333333333,1.0,1.0,0.35177778821733985
148,0.64,1.0,1.0,0.3378378378378379,0.1,0.3897686506900073,0.0,0.0,0.0,0.6010363583432053
149,0.39,0.5,1.0,0.47297297297297297,0.5,0.4560479117238398,0.0,1.0,0.0,0.9030798726059903
150,0.5559999999999999,0.0,1.0,0.36486486486486486,0.9,0.0,0.3333333333333333,1.0,1.0,0.4841513188844124
151,0.572,0.0,1.0,0.35135135135135137,0.2,0.0,0.3333333333333333,0.0,0.0,0.43187938083257377
152,0.47399999999999987,1.0,1.0,0.5945945945945947,0.7000000000000001,0.4834085026314868,0.0,0.0,1.0,0.03345421045466778
153,0.5199999999999999,0.0,0.0,0.12162162162162166,0.9,0.6359631115565687,0.0,0.0,1.0,0.5167653280329708
154,0.7719999999999999,0.0,0.0,0.16216216216216217,0.9,0.0,0.3333333333333333,1.0,0.0,0.17055306048353752
155,0.7519999999999999,0.0,1.0,0.21621621621621623,0.9,0.0,0.3333333333333333,0.0,0.0,0.07019958458214094
156,0.648,0.5,1.0,0.39189189189189194,0.6000000000000001,0.4260771375342077,0.0,1.0,1.0,0.009951587614750339
157,0.6,0.0,1.0,0.5675675675675675,0.8,0.0,0.3333333333333333,1.0,1.0,0.5144854177244852
158,0.898,0.5,1.0,0.1756756756756757,0.9,0.6161343037724999,0.0,0.0,1.0,0.4428383194833197
159,0.4839999999999999,0.0,1.0,0.2837837837837838,0.7000000000000001,0.0,0.3333333333333333,1.0,0.0,0.4152190404404788
160,0.402,1.0,1.0,0.1891891891891892,0.4,0.0,0.3333333333333333,1.0,0.0,0.2668114930773446
161,0.604,0.5,1.0,0.24324324324324326,0.9,0.6016654411358812,0.0,0.0,0.0,0.3615161986399185
162,0.846,0.0,0.0,0.2972972972972973,1.0,0.0,0.3333333333333333,0.0,1.0,0.3462720031907037
163,0.20599999999999996,0.5,0.0,0.27027027027027034,0.8,0.48076575632759905,0.0,1.0,0.0,0.6484264836614766
164,0.612,0.0,1.0,0.16216216216216217,0.30000000000000004,0.0,0.3333333333333333,0.0,1.0,0.08512043710880098
165,0.47999999999999987,1.0,1.0,0.25675675675675674,0.6000000000000001,0.6771790092144585,0.0,1.0,1.0,0.6412131298139033
166,0.41000000000000003,0.0,1.0,0.14864864864864863,0.4,0.5131328022465217,0.0,1.0,1.0,0.2369656855762991
167,0.358,0.0,1.0,0.5810810810810811,0.1,0.0,0.3333333333333333,1.0,1.0,0.9569754794197958
168,0.4859999999999999,0.5,0.0,0.3108108108108108,0.4,0.4770984904667868,0.3333333333333333,1.0,1.0,0.5487935376642473
169,0.616,0.0,1.0,0.2837837837837838,0.7000000000000001,0.0,0.3333333333333333,1.0,0.0,0.241585792162894
170,0.642,1.0,1.0,0.1891891891891892,0.6000000000000001,0.4938769362492955,0.3333333333333333,1.0,1.0,0.7331692954601362
171,0.6920000000000001,1.0,0.0,0.24324324324324326,0.7000000000000001,0.0,0.3333333333333333,1.0,1.0,0.41128799498220614
172,0.47799999999999987,0.0,1.0,0.21621621621621623,0.6000000000000001,0.0,0.3333333333333333,1.0,1.0,0.8895650089625975
173,0.5119999999999999,0.0,1.0,0.5810810810810811,0.5,0.43111563742872655,0.3333333333333333,0.0,1.0,0.04279123138820777
174,0.5019999999999999,0.5,1.0,0.40540540540540543,0.9,0.6521801740300216,0.0,0.0,1.0,0.2087566546580017
175,0.636,0.0,1.0,0.1891891891891892,0.7000000000000001,0.0,0.3333333333333333,1.0,1.0,0.0034385516118191923
176,0.924,0.5,1.0,0.2027027027027027,0.2,0.5067959664419925,0.3333333333333333,0.0,1.0,0.526781404124771
177,0.132,0.5,0.0,0.3108108108108108,1.0,0.48700912788933554,0.3333333333333333,1.0,0.0,0.49135086449329995
178,0.4,1.0,1.0,0.445945945945946,0.5,0.0,0.3333333333333333,1.0,0.0,0.7695958793814329
179,0.7239999999999999,0.0,0.0,0.12162162162162166,0.2,0.5301336092275554,0.0,1.0,0.0,0.6339736603844683
180,0.638,0.5,0.0,0.3243243243243243,0.1,0.4140063003269575,0.0,1.0,0.0,0.7430505911352007
181,0.45399999999999985,1.0,1.0,0.14864864864864863,0.2,0.0,0.0,1.0,1.0,0.8446756757419314
182,0.4939999999999999,1.0,0.0,0.16216216216216217,0.2,0.4757712982191296,0.0,1.0,1.0,0.9137259245728964
183,0.5159999999999999,0.0,1.0,0.4324324324324324,0.6000000000000001,0.0,0.0,1.0,0.0,0.46767253681909315
184,0.242,0.5,0.0,0.24324324324324326,0.5,0.3589654269588103,0.3333333333333333,1.0,1.0,0.4816705387269314
185,0.7579999999999999,0.5,1.0,0.2837837837837838,0.6000000000000001,0.5078390592770157,0.0,1.0,1.0,0.9249875438180191
186,0.68,0.0,1.0,0.22972972972972977,0.6000000000000001,0.44914630478055856,0.0,1.0,0.0,0.8848891691227571
187,0.67,1.0,1.0,0.3378378378378379,0.4,0.38817425832137664,0.3333333333333333,1.0,0.0,0.2194647436392924
188,0.618,0.0,0.0,0.5135135135135136,0.9,0.49336860236759883,0.0,1.0,0.0,0.4973665537542975
189,0.7959999999999999,0.0,0.0,0.10810810810810811,0.1,0.3100075014520836,0.0,0.0,1.0,0.9153428393050713
190,0.5279999999999999,0.5,1.0,0.3378378378378379,0.8,0.5609199336670917,0.0,1.0,1.0,0.8329904537542324
191,0.126,1.0,1.0,0.22972972972972977,0.2,0.0,0.3333333333333333,1.0,1.0,0.3045955869569579
192,0.392,1.0,0.0,0.24324324324324326,0.7000000000000001,0.3414173459829846,0.0,0.0,0.0,0.6738417476787525
193,0.6880000000000001,1.0,1.0,0.1756756756756757,0.5,0.0,0.0,1.0,0.0,0.17762152788461236
194,0.632,0.0,1.0,0.47297297297297297,0.5,0.2576611882537647,0.0,1.0,0.0,0.6400289232570613
195,0.884,0.0,1.0,0.4324324324324324,0.9,0.0,1.0,1.0,1.0,0.9736346190954832
196,0.642,1.0,0.0,0.14864864864864863,0.6000000000000001,0.0,0.3333333333333333,0.0,0.0,0.059828696791940916
197,0.622,0.5,0.0,0.22972972972972977,0.5,0.6007440311721783,0.3333333333333333,0.0,1.0,0.5681729003610003
198,0.5139999999999999,0.0,0.0,0.12162162162162166,0.2,0.0,0.3333333333333333,1.0,0.0,0.3172182182499188
199,0.4,0.5,1.0,0.27027027027027034,0.2,0.4120851617483418,0.0,0.0,1.0,0.45421130517523284
200,0.4999999999999999,1.0,0.0,0.4324324324324324,0.6000000000000001,0.3773813901891402,0.0,1.0,1.0,0.2521446421007094
201,0.30199999999999994,0.5,1.0,0.12162162162162166,0.4,0.37996235842209886,0.3333333333333333,1.0,0.0,0.6604675179445816
202,0.7979999999999999,0.0,0.0,0.5675675675675675,0.6000000000000001,0.0,0.0,1.0,0.0,0.08949644805573245
203,0.9999999999999999,0.5,1.0,0.2972972972972973,0.4,0.6619506350167912,0.3333333333333333,0.0,1.0,0.22171278493313035
204,0.398,0.5,0.0,0.5,0.1,0.5483991926761977,0.3333333333333333,0.0,1.0,0.5826373805931309
205,0.43200000000000005,0.0,0.0,0.3243243243243243,0.6000000000000001,0.0,0.0,1.0,0.0,0.9035993825716113
206,0.884,0.5,1.0,0.24324324324324326,0.5,0.46124400548445793,0.3333333333333333,0.0,0.0,0.008911216877549989
207,0.5479999999999999,0.5,0.0,0.22972972972972977,0.0,0.7186313773851368,0.3333333333333333,1.0,0.0,0.8179771960940494
208,0.7879999999999999,1.0,1.0,0.21621621621621623,0.30000000000000004,0.0,0.3333333333333333,1.0,0.0,0.135852456368092
209,0.614,1.0,1.0,0.21621621621621623,0.5,0.6177168586656041,0.0,1.0,0.0,0.13832222995850474
210,0.7699999999999999,1.0,1.0,0.14864864864864863,1.0,0.0,0.3333333333333333,1.0,1.0,0.47495938451677194
211,0.33999999999999997,0.0,1.0,0.1756756756756757,0.4,0.37166245466436193,0.0,1.0,0.0,0.386458980750865
212,0.646,0.0,1.0,0.7297297297297298,0.1,0.0,0.3333333333333333,0.0,1.0,0.5597895984639235
213,0.674,0.0,0.0,0.39189189189189194,0.7000000000000001,0.0,0.3333333333333333,1.0,1.0,0.8881996443177822
214,0.22999999999999998,0.0,0.0,0.445945945945946,0.8,0.48833500486193426,0.0,0.0,0.0,0.9065788102471338
215,0.684,1.0,1.0,0.13513513513513514,0.9,0.4740773036574332,0.0,0.0,0.0,0.07991858342279921
216,0.22199999999999998,0.0,0.0,0.22972972972972977,0.5,0.0,0.0,1.0,1.0,0.27075629674445256
217,0.47199999999999986,0.5,0.0,0.39189189189189194,0.5,0.6261485290701098,0.3333333333333333,1.0,1.0,0.3271541465215221
218,0.574,0.0,1.0,0.2027027027027027,0.0,0.5271303181303613,0.3333333333333333,0.0,1.0,0.37271407985574595
219,0.5399999999999999,0.0,0.0,0.7027027027027029,0.30000000000000004,0.3504460316935853,0.3333333333333333,1.0,0.0,0.16640023269883977
220,0.7020000000000001,0.0,1.0,0.2837837837837838,0.2,0.0,0.3333333333333333,1.0,1.0,0.41243032655433864
221,0.614,1.0,1.0,0.24324324324324326,0.8,0.0,0.3333333333333333,0.0,1.0,0.6192512762739888
222,0.4879999999999999,0.5,1.0,0.2972972972972973,0.0,0.6061920997485474,0.3333333333333333,1.0,1.0,0.41734330788464935
